"","vote_2020","gender","education","state","household_income","race_ethnicity","census_region","employment","vote_intention","registration","age_group"
"2618","0","Female","Masters degree","MD","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"2619","0","Female","Completed some college, but no degree","NM","$20,000 to $24,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2620","1","Male","College Degree (such as B.A., B.S.)","CO","$200,000 to $249,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2621","0","Female","Completed some college, but no degree","CA","$150,000 to $174,999","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"2622","0","Female","College Degree (such as B.A., B.S.)","MN","$125,000 to $149,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"2623","1","Male","Doctorate degree","WI","$200,000 to $249,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"2624","0","Female","Completed some college, but no degree","TN","$30,000 to $34,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"2625","1","Female","Completed some high school","WA","$30,000 to $34,999","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"2626","0","Female","Completed some graduate, but no degree","MA","$60,000 to $64,999","Black, or African American","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2627","0","Female","Completed some college, but no degree","DC","$100,000 to $124,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages30to44"
"2628","0","Male","Completed some college, but no degree","FL","$50,000 to $54,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2629","0","Female","Completed some college, but no degree","NE","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"2630","1","Male","Doctorate degree","PA","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"2631","1","Female","Completed some college, but no degree","MS","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages60plus"
"2632","0","Female","High school graduate","FL","$35,000 to $39,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2633","1","Male","Masters degree","CT","$250,000 and above","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2634","1","Male","College Degree (such as B.A., B.S.)","OH","Less than $14,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages18to29"
"2635","1","Female","College Degree (such as B.A., B.S.)","PA","$100,000 to $124,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2636","0","Male","College Degree (such as B.A., B.S.)","KY","$100,000 to $124,999","American Indian or Alaska Native","South","Employed","Yes, I will vote","Registered","ages30to44"
"2637","0","Male","Completed some high school","AZ","Less than $14,999","White","West","Unemployed or temporarily on layoff","Not sure","Registered","ages18to29"
"2638","1","Male","Doctorate degree","NY","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"2639","1","Female","Masters degree","NY","Less than $14,999","White","Northeast","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"2640","0","Female","Associate Degree","MI","$15,000 to $19,999","Black, or African American","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2641","0","Male","Completed some college, but no degree","IA","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"2642","0","Male","Completed some high school","CT","$25,000 to $29,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"2643","1","Male","Doctorate degree","NY","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"2644","0","Female","Completed some college, but no degree","IL","$100,000 to $124,999","Black, or African American","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2645","1","Male","College Degree (such as B.A., B.S.)","IL","$30,000 to $34,999","Other asian or pacific islander","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"2646","1","Female","Masters degree","CA","$20,000 to $24,999","Other","West","Employed","Yes, I will vote","Registered","ages30to44"
"2647","1","Male","Completed some college, but no degree","CA","$35,000 to $39,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2648","1","Female","College Degree (such as B.A., B.S.)","IL","$150,000 to $174,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"2649","0","Male","College Degree (such as B.A., B.S.)","IL","$60,000 to $64,999","White","Midwest","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"2650","1","Male","Completed some college, but no degree","IN","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"2651","0","Male","College Degree (such as B.A., B.S.)","IL","$30,000 to $34,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"2652","0","Female","College Degree (such as B.A., B.S.)","CA","$175,000 to $199,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"2653","0","Female","Completed some college, but no degree","IL","Less than $14,999","Black, or African American","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"2654","0","Female","Completed some high school","FL","$50,000 to $54,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"2655","0","Female","Completed some graduate, but no degree","CA","$80,000 to $84,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"2656","1","Female","Completed some graduate, but no degree","NC","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"2657","0","Female","College Degree (such as B.A., B.S.)","OH","$35,000 to $39,999","Black, or African American","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2658","0","Female","Completed some college, but no degree","MD","$70,000 to $74,999","Other asian or pacific islander","South","Employed","Yes, I will vote","Registered","ages18to29"
"2659","0","Male","Associate Degree","FL","$20,000 to $24,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2660","0","Male","Completed some college, but no degree","IL","$125,000 to $149,999","Other","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"2661","0","Female","College Degree (such as B.A., B.S.)","CA","$75,000 to $79,999","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"2662","0","Female","Associate Degree","NE","$250,000 and above","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"2663","0","Female","High school graduate","WI","Less than $14,999","Other","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"2664","0","Male","Other post high school vocational training","AZ","$35,000 to $39,999","White","West","Employed","Yes, I will vote","Registered","ages18to29"
"2665","1","Female","Completed some graduate, but no degree","TX","$50,000 to $54,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2666","1","Male","Masters degree","CA","$45,000 to $49,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2667","1","Female","Associate Degree","NH","$65,000 to $69,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2668","1","Female","Completed some college, but no degree","CA","$70,000 to $74,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2669","0","Female","College Degree (such as B.A., B.S.)","CA","$150,000 to $174,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2670","0","Male","College Degree (such as B.A., B.S.)","CT","$75,000 to $79,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"2671","0","Female","Completed some high school","MI","$40,000 to $44,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"2672","1","Female","Completed some high school","UT","$35,000 to $39,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2673","1","Male","Doctorate degree","MI","$200,000 to $249,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"2674","1","Female","High school graduate","TX","$60,000 to $64,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2675","0","Female","College Degree (such as B.A., B.S.)","TX","$40,000 to $44,999","Other","South","Employed","Yes, I will vote","Registered","ages30to44"
"2676","0","Female","College Degree (such as B.A., B.S.)","WA","$250,000 and above","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2677","0","Male","College Degree (such as B.A., B.S.)","MO","$35,000 to $39,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"2678","1","Female","College Degree (such as B.A., B.S.)","IL","$95,000 to $99,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"2679","0","Male","Associate Degree","CA","$20,000 to $24,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2680","1","Female","Other post high school vocational training","FL","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"2681","1","Male","Completed some college, but no degree","OH","$45,000 to $49,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"2682","1","Female","Completed some high school","UT","$30,000 to $34,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2683","1","Male","Completed some high school","KY","Less than $14,999","White","South","Not in labor force","Yes, I will vote","Registered","ages45to59"
"2684","0","Male","College Degree (such as B.A., B.S.)","CA","$55,000 to $59,999","Other","West","Employed","Yes, I will vote","Registered","ages18to29"
"2685","1","Female","College Degree (such as B.A., B.S.)","IN","$20,000 to $24,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"2686","0","Male","Doctorate degree","IN","$250,000 and above","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"2687","0","Female","Completed some college, but no degree","MO","$20,000 to $24,999","Other","Midwest","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages45to59"
"2688","0","Female","High school graduate","IL","Less than $14,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"2689","1","Male","College Degree (such as B.A., B.S.)","NM","$65,000 to $69,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"2690","0","Female","Completed some college, but no degree","OH","Less than $14,999","Black, or African American","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"2691","1","Male","Masters degree","NY","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages60plus"
